borrower_age,income_bracket,marital_status,job_type,education_level,ethnicity,gender,country,loan_amount,credit_score,repayment_history,debt_to_income_ratio,borrower_risk
20,Medium,Widowed,Self-employed,PhD,Black,Male,India,439494.5153,739.1663336,34.02162385,90.59736635,Medium
29,Low,Single,Full-time,Associate,White,Female,Canada,99136.94896,446.9408944,0.652541043,86.35465317,Low
43,Low,Married,Full-time,PhD,Other,Male,Australia,473702.6997,434.4972436,47.95192371,67.40584528,Low
33,High,Single,Unemployed,PhD,Black,Male,USA,103605.1224,425.0271391,1.585354537,21.46379629,High
68,High,Married,Full-time,Associate,Hispanic,Male,Australia,307227.9107,486.5805373,9.198451067,63.7702851,Low
54,Low,Widowed,Full-time,High School,Black,Male,Canada,112320.0809,574.0092958,32.66890225,50.60830957,Low
39,High,Widowed,Part-time,Master,White,Male,UK,273288.6638,541.2672746,43.71720496,71.7219231,Medium
46,High,Widowed,Unemployed,Associate,Asian,Male,USA,342303.5898,420.0502593,27.94694412,83.29316484,Medium
31,High,Widowed,Part-time,Bachelor,Asian,Male,USA,95923.73748,371.7482755,58.18652665,74.27214972,Medium
45,Medium,Married,Self-employed,High School,Hispanic,Female,UK,260922.0056,306.9177969,5.534978922,84.656117,Medium
22,Medium,Divorced,Full-time,Bachelor,Hispanic,Male,Australia,235060.8125,384.6797813,14.45797102,6.386637334,Medium
64,High,Married,Self-employed,High School,Asian,Female,India,36447.67328,687.9460036,69.52584008,3.162003824,High
66,High,Single,Part-time,Master,Hispanic,Female,Australia,409335.601,434.0012131,14.21408536,25.85005677,High
47,Medium,Widowed,Full-time,Master,Black,Female,Canada,168505.5179,557.7309956,63.97752016,90.06660841,High
63,Medium,Widowed,Full-time,PhD,Other,Male,India,287716.5166,625.2156319,5.468462075,82.3659251,Medium
69,Low,Single,Part-time,Bachelor,Other,Female,Australia,257877.3332,787.7624966,40.73822791,68.27272978,Medium
22,Low,Married,Part-time,High School,Black,Female,UK,257116.9918,788.8703041,17.74094701,70.07586674,Medium
29,Medium,Divorced,Part-time,Master,Other,Male,Canada,54503.97471,710.1535535,10.96362825,72.66704693,High
33,High,Divorced,Part-time,Associate,White,Male,Canada,212317.5226,319.3363456,56.70327835,94.26027005,Medium
43,High,Single,Part-time,Master,Black,Female,Canada,226731.0128,616.2887305,92.8335772,83.21911523,High
43,High,Divorced,Full-time,Associate,Hispanic,Male,India,367087.7773,732.620909,5.478704792,62.3390387,Medium
65,High,Married,Part-time,High School,Black,Male,USA,420169.3971,309.5084246,42.15542482,66.57154353,Low
38,Low,Married,Full-time,Master,Asian,Male,India,272946.1568,602.3265375,70.75354377,21.37402621,High
56,Medium,Single,Full-time,Master,Hispanic,Male,Australia,44304.69408,771.7702802,46.26878317,65.73188252,Low
53,High,Married,Part-time,High School,Asian,Female,USA,119187.8858,560.7561417,80.64959461,42.46790124,High
50,Low,Widowed,Part-time,Master,Hispanic,Male,Australia,83302.0794,302.2584116,17.96453159,15.29618706,Medium
47,High,Single,Unemployed,Associate,Other,Male,USA,63182.91653,306.0573471,95.9594205,80.64028192,Medium
54,Medium,Married,Full-time,Master,Black,Male,India,183583.75,529.1498206,38.51626278,51.02470998,Low
40,Low,Single,Part-time,Bachelor,White,Female,Canada,115467.3576,385.2547671,34.15696329,97.74250417,Medium
27,Medium,Divorced,Part-time,PhD,Hispanic,Female,UK,109933.2528,665.4478614,87.46057945,28.16793545,High
22,Medium,Married,Part-time,Associate,Hispanic,Male,Canada,28291.89411,689.8395957,56.38670319,48.06701123,Medium
53,Low,Widowed,Unemployed,Bachelor,Asian,Male,India,9817.352353,397.8338875,51.64443419,44.79954547,Medium
51,Low,Married,Unemployed,High School,Other,Female,USA,52281.35308,788.6933087,72.69779195,12.07795224,High
69,Low,Single,Self-employed,Associate,Asian,Male,Canada,86926.54223,543.0493147,57.98342383,42.61152788,Low
48,Low,Single,Full-time,PhD,Asian,Male,India,216060.8807,378.5652492,16.25156448,28.75534564,Low
27,Low,Married,Self-employed,PhD,Other,Female,Australia,255749.6104,720.3383789,67.41976229,16.03204714,Medium
36,Low,Widowed,Part-time,High School,White,Male,UK,71155.36717,734.485975,13.34688793,28.2155584,High
49,Low,Widowed,Unemployed,High School,Asian,Male,Canada,212966.8874,651.61251,80.58577053,23.32516913,Low
18,High,Widowed,Unemployed,Associate,Asian,Female,USA,171532.6723,769.4060543,98.97365977,73.4073531,Low
22,Medium,Single,Self-employed,Master,Hispanic,Female,Australia,92528.39811,705.5551346,37.7387625,3.077517826,Medium
62,Low,Married,Unemployed,High School,Other,Male,India,4413.533326,785.2131555,44.47558982,61.74627479,High
21,High,Divorced,Part-time,Master,Black,Female,UK,234041.9154,538.6384267,4.643365548,76.0661342,Low
33,High,Single,Unemployed,Bachelor,White,Male,USA,343140.2229,711.1784205,1.373318808,48.07234565,Medium
41,High,Widowed,Self-employed,PhD,White,Male,India,113912.3897,849.8633599,92.14193349,93.156498,Medium
33,Medium,Married,Part-time,Master,Other,Male,India,66771.60812,698.7121586,12.86240604,70.78806952,Medium
19,Low,Widowed,Self-employed,PhD,Hispanic,Female,Canada,443634.3295,362.8010791,44.57787476,74.79236513,Medium
66,High,Divorced,Unemployed,Master,Hispanic,Female,Canada,138237.3615,585.0752973,81.53546239,19.69334874,Low
45,Medium,Widowed,Self-employed,Bachelor,Other,Male,USA,112582.6973,623.0412852,88.93187599,77.72955758,High
49,Medium,Widowed,Self-employed,High School,Hispanic,Male,India,428691.3729,395.8158713,51.93976853,83.20947361,Medium
44,Medium,Divorced,Full-time,Bachelor,White,Female,Canada,408736.4425,829.5903988,56.5032525,36.12663884,Medium
37,High,Married,Unemployed,High School,White,Female,UK,224724.8888,396.5688777,66.96839725,21.3363068,Low
41,Low,Single,Unemployed,High School,Black,Female,UK,245130.1919,397.6568558,96.13824701,38.50506792,Medium
29,High,Married,Self-employed,PhD,Other,Male,India,109656.6037,803.3419259,60.26699609,73.9607969,Medium
67,High,Divorced,Full-time,Bachelor,Asian,Female,Canada,40072.53357,555.8629882,55.94752595,41.76390059,High
52,Low,Widowed,Unemployed,Master,Asian,Female,USA,287142.4809,334.7535536,1.453413527,73.66518752,Medium
50,Low,Married,Part-time,Bachelor,Black,Male,USA,50074.11587,629.003125,8.094970202,11.3564541,Low
50,Low,Single,Self-employed,PhD,Black,Male,USA,225187.9989,631.0044917,57.71716266,80.60117105,High
68,Medium,Divorced,Unemployed,High School,Hispanic,Male,UK,470308.1021,335.4754173,93.62403878,25.32074816,Low
60,Low,Married,Part-time,PhD,Black,Female,Canada,476464.3602,834.8873726,86.66913484,24.89289877,High
54,High,Single,Unemployed,Associate,Black,Male,Canada,120426.811,599.2164809,98.2578923,59.03809652,High
29,Low,Divorced,Part-time,Associate,Asian,???,UK,312432.5966,607.8876472,52.78340376,7.011804575,Medium
20,High,Single,Self-employed,Master,Hispanic,Male,USA,237564.0558,586.063478,78.79309384,2.629772668,Medium
18,Medium,Divorced,Unemployed,PhD,Black,Male,USA,437966.8787,635.9024788,84.04003315,26.10286653,Medium
50,High,Widowed,Unemployed,Master,Black,Female,India,136444.0013,445.364864,64.80316573,53.80675507,Low
57,High,Married,Full-time,Master,Hispanic,Male,Australia,2847.501009,457.9827414,33.87499042,90.76163862,Medium
27,Low,Single,Self-employed,Associate,Other,Female,Canada,82118.04176,581.2364994,46.99784347,84.64351763,Medium
60,Low,Divorced,Part-time,Master,Hispanic,Female,Canada,175411.8778,743.6772201,85.79170722,49.04464599,High
61,High,Single,Unemployed,Associate,Asian,Female,Canada,158544.8438,327.4255171,29.8547926,3.705199369,Medium
46,Low,Single,Unemployed,High School,Other,Male,Australia,395890.0966,631.8723167,92.37431313,53.52527346,Medium
30,Medium,Married,Part-time,PhD,White,Female,India,340599.7724,743.7279784,22.98063414,70.47955999,Medium
29,Medium,Widowed,Self-employed,Master,Hispanic,Male,Australia,150478.6035,386.3044996,74.95164152,33.91645325,Medium
48,Low,Single,Full-time,Associate,Asian,Male,USA,229414.1648,308.2623981,63.05592343,11.10633033,High
63,Medium,Divorced,Full-time,Bachelor,Other,Male,USA,48683.99288,471.9923123,74.95994411,27.85679532,Medium
19,Low,Divorced,Unemployed,Master,Hispanic,Female,Canada,449175.076,623.4790387,43.73475724,77.15888645,High
68,High,Widowed,Part-time,High School,Black,Male,UK,467776.9874,376.0557454,93.26410626,35.12438323,Low
67,High,Divorced,Unemployed,High School,Hispanic,Male,Canada,489921.9642,534.367304,63.24722024,81.19814907,Medium
52,Medium,Widowed,Part-time,Bachelor,White,Male,UK,434407.8626,603.7768236,28.82958046,31.95214518,Medium
40,Low,Divorced,Full-time,Associate,Hispanic,Female,Australia,87806.48296,629.3857021,63.84550707,16.35550384,Medium
34,Low,Married,Self-employed,Master,Other,Female,USA,24052.04512,450.9264466,28.68157472,43.58483595,High
43,Medium,Single,Part-time,Associate,Other,Female,UK,290218.767,520.0162998,29.36323918,45.22745123,Medium
25,High,Married,Full-time,High School,Hispanic,Male,Australia,456389.9084,728.086576,39.95985116,1.610821855,Medium
46,Medium,Single,Unemployed,Associate,Other,Female,USA,89498.32947,817.6680818,85.24304176,11.70450727,Low
43,High,Single,Part-time,High School,Black,Male,UK,4514.414397,774.0341821,50.02978744,18.49260188,High
27,Low,Single,Self-employed,Associate,Hispanic,Male,Canada,402942.527,610.355926,67.89008422,11.35873174,High
43,High,Married,Unemployed,Bachelor,Black,Female,Canada,39321.04646,525.6610416,39.19677403,34.15260754,Low
51,Medium,Single,Unemployed,PhD,Black,Male,Canada,207439.3099,483.1261379,26.36054398,96.46228556,High
68,Low,Married,Full-time,Bachelor,Asian,Female,Australia,339764.7813,368.7261113,95.46401607,50.92225383,Medium
58,Medium,Widowed,Part-time,Bachelor,Hispanic,Male,Canada,119161.9951,358.603186,60.35812471,62.75560239,Medium
24,Medium,Divorced,Unemployed,PhD,Other,Female,India,42897.31916,678.5966937,93.39513386,35.63864785,Low
21,High,Divorced,Self-employed,PhD,Black,Male,USA,385240.593,442.8869289,20.34130022,32.34877616,High
67,Medium,Single,Part-time,Master,Asian,Male,Australia,315457.3674,440.0639275,14.68941639,2.314677192,High
62,High,Married,Self-employed,Master,Hispanic,Male,Canada,494256.7518,849.00728,85.58229071,50.03336557,High
28,Low,Divorced,Unemployed,Bachelor,Hispanic,Male,USA,172809.7086,403.3592768,68.09172126,48.36090068,Low
46,High,Married,Self-employed,Bachelor,White,Male,UK,31819.43076,381.4328677,18.65784993,15.78307262,Medium
53,Low,Married,Full-time,High School,White,Female,Canada,367440.6676,354.2768753,26.93597007,76.43240002,Low
42,High,Single,Self-employed,High School,Black,Male,USA,261344.976,618.8929398,80.06639415,49.26743303,Medium
38,Medium,Divorced,Part-time,Master,White,Female,India,107388.7618,645.3251043,45.386862,33.89939702,Low
53,High,Single,Self-employed,Master,Black,Female,UK,391082.7655,500.8753594,67.05405065,14.6908909,Medium
27,High,Single,Self-employed,High School,Other,Female,India,102673.9874,594.4773345,31.83520221,55.2160827,High
54,Low,Divorced,Full-time,High School,Black,Male,USA,131070.1658,733.619742,38.12299528,75.28170261,High
26,Medium,Divorced,Self-employed,Associate,White,Male,India,47171.74863,749.9572926,99.07125586,28.19993527,High
41,High,Widowed,Self-employed,Associate,Other,Male,USA,200316.7072,826.8516416,24.76170872,21.87943516,Low
52,Medium,Widowed,Unemployed,High School,White,Female,USA,210045.6827,753.3473923,50.6456377,52.19349641,Low
66,High,Married,Unemployed,Associate,Black,Male,India,257766.3334,610.6627902,84.44023432,15.53433025,Low
52,High,Divorced,Part-time,PhD,Asian,Male,USA,354773.1693,398.8113312,23.92232137,66.66133866,High
65,Medium,Widowed,Unemployed,Master,Hispanic,Female,Canada,453144.3634,354.8699567,41.52137567,60.53436279,Medium
53,High,Married,Unemployed,Master,White,Female,USA,69729.31535,329.9815395,61.50912874,8.708204959,High
35,Medium,Married,Unemployed,High School,Black,Female,Australia,28119.70108,666.5892075,48.11881515,3.652037938,High
66,High,Married,Unemployed,Bachelor,Other,Female,USA,10247.08556,744.1449405,45.95022666,62.02886526,Medium
56,Low,Widowed,Full-time,High School,White,Female,Australia,72667.06766,579.7761729,36.25097313,29.4293774,Medium
49,Medium,Divorced,Unemployed,Associate,White,Female,USA,329316.7934,330.0927962,58.66463278,8.644575317,Medium
41,High,Single,Full-time,Bachelor,Hispanic,Male,USA,364011.0619,594.508816,62.43726979,75.9428705,Medium
40,High,Married,Full-time,Associate,Black,Female,India,393466.3511,814.6620938,65.32895409,31.4044003,High
49,Low,Widowed,Unemployed,PhD,Asian,Male,Canada,122610.3977,628.687255,7.036810791,45.95995496,Low
54,Medium,Widowed,Self-employed,Associate,Other,Male,Canada,153641.5118,745.1851187,63.10341757,23.68129275,High
29,High,Single,Full-time,PhD,Black,Male,UK,242084.1881,740.0839566,95.32371788,62.73170784,Medium
66,Low,Single,Self-employed,PhD,Other,Female,India,32528.36533,812.6710049,54.09862355,30.14884154,Low
30,High,Widowed,Self-employed,Associate,White,Male,India,305959.6201,723.6258211,71.52670825,96.80209612,Low
40,Medium,Divorced,Unemployed,Associate,Hispanic,Female,Canada,491883.7818,711.2352827,55.67323078,70.29475486,High
42,High,Single,Part-time,PhD,Hispanic,Female,India,181042.3494,428.7564657,85.47406186,13.67222764,High
52,High,Widowed,Unemployed,Bachelor,Asian,Male,Canada,376670.8901,332.9588354,92.95830946,41.66948397,High
58,High,Single,Part-time,PhD,Hispanic,Female,India,250516.9239,584.6797058,18.42198993,38.54210997,Low
47,High,Divorced,Part-time,Master,White,Male,USA,64778.11034,368.4388144,43.68600366,53.42471107,Low
34,Low,Married,Unemployed,PhD,Asian,Male,Canada,291536.487,829.207732,39.23821009,84.19306745,Low
66,Low,Single,Unemployed,Bachelor,Black,Female,Canada,150637.26,459.4586194,40.52151233,58.34220152,Medium
37,Medium,Divorced,Part-time,Master,Hispanic,Male,Australia,18167.20102,769.1193119,12.55241812,6.15566776,Medium
65,Low,Widowed,Unemployed,High School,Asian,Male,India,317829.9353,513.1935439,81.3615726,65.54156968,High
42,Low,Single,Part-time,High School,White,Male,India,429607.2423,477.7568374,3.576624301,0.826529795,Low
39,Medium,Single,Self-employed,Bachelor,Other,Female,Canada,173040.1137,814.3372148,52.82266077,77.99604605,High
30,Low,Widowed,Unemployed,PhD,Other,???,USA,195757.4781,499.8274146,66.1878388,66.66360724,Low
36,Low,Married,Self-employed,Associate,White,Female,USA,445619.8198,514.6583498,20.74694381,30.87856584,High
66,Medium,Widowed,Full-time,Bachelor,White,Female,USA,406990.7979,358.3504788,90.58501921,29.24418046,Medium
53,Medium,Single,Self-employed,Master,Other,Male,India,357761.459,668.7456659,83.8549207,79.82729965,Low
29,Medium,Widowed,Self-employed,Master,Asian,Male,Australia,125149.7348,458.861678,47.10837295,78.33366919,Medium
58,High,Divorced,Part-time,High School,Other,Female,Canada,455198.1108,622.0822923,41.11489323,35.23023544,Low
36,High,Widowed,Self-employed,Master,White,Female,UK,78053.46301,625.2434372,23.65679252,29.89477281,High
29,Medium,Single,Unemployed,Bachelor,Hispanic,Male,Australia,313758.4892,695.5598326,72.99932246,55.98247889,Low
26,Medium,Widowed,Part-time,Master,Black,Male,UK,15371.78909,709.8828174,13.17437996,0.836565998,Medium
24,Medium,Married,Full-time,Bachelor,Hispanic,Female,Australia,322216.1834,582.9488389,68.02377538,8.266703799,Low
45,High,Widowed,Unemployed,Associate,Hispanic,Female,USA,139295.0316,482.0455712,84.24569861,12.61695901,High
31,High,Married,Full-time,High School,White,Female,India,225388.8116,760.5979922,22.84715759,18.54118178,Low
48,Low,Divorced,Self-employed,Master,Other,Female,UK,173287.0115,470.4261072,86.64274029,51.20181267,Medium
69,Low,Married,Unemployed,Bachelor,Asian,Female,Australia,87205.62137,579.130002,3.332319944,99.22419149,High
36,Medium,Widowed,Unemployed,PhD,Hispanic,Male,India,311368.4143,520.6889208,91.27873854,65.26134017,Medium
64,High,Single,Full-time,High School,Other,Female,UK,441105.802,770.2931123,11.83622279,6.129879445,Low
33,High,Married,Unemployed,Associate,Asian,Female,Canada,479583.0369,537.5551921,64.57591779,52.55793741,Medium
22,High,Divorced,Unemployed,Bachelor,Hispanic,Male,Australia,96980.83521,512.3545539,25.00824689,49.66452124,Low
52,Medium,Married,Unemployed,Associate,Asian,Male,Canada,358969.0143,679.4030311,83.65523912,14.41678158,High
29,Low,Married,Self-employed,Associate,Other,Female,USA,332505.3439,631.3426104,51.23003609,92.02723688,Medium
42,Medium,Married,Full-time,Master,Black,Female,Canada,172345.517,358.9857584,13.52411912,44.07652477,Medium
69,Low,Divorced,Unemployed,Master,Other,Male,Canada,10530.50048,579.4928435,57.09915713,99.45591406,Low
38,Low,Widowed,Part-time,Bachelor,White,Female,Australia,345205.8324,704.5131136,40.78826102,42.00722953,Medium
53,Medium,Married,Part-time,PhD,Asian,Female,USA,472801.9354,845.6411205,66.14478166,60.79577027,Medium
40,Low,Married,Part-time,Bachelor,Black,Male,Canada,316427.9408,646.0307587,88.19032848,10.47625365,High
33,Low,Single,Part-time,PhD,Asian,Female,India,218211.0694,503.6611865,40.93891312,45.42278238,Low
56,High,Divorced,Self-employed,Associate,Asian,Male,UK,263051.7932,424.3833799,28.98806795,23.8765894,Low
62,Low,Married,Unemployed,High School,Hispanic,Male,Canada,100614.775,780.0566288,1.451509453,83.55647986,High
59,Medium,Divorced,Full-time,Bachelor,White,Male,USA,375521.5377,748.0108667,57.48390379,78.39195849,High
56,Medium,Married,Unemployed,Bachelor,Asian,Male,Canada,373463.4952,428.6575514,40.22747674,82.41799996,Low
31,Low,Widowed,Self-employed,PhD,Other,Female,UK,73613.13289,410.3476496,37.4649219,72.36094378,High
48,High,Widowed,Part-time,Associate,Other,Male,USA,439111.2129,693.3252272,18.29353213,83.26832236,High
22,High,Married,Self-employed,Associate,Hispanic,Female,Australia,135325.68,473.2236341,43.00553452,20.08287502,High
52,Low,Widowed,Unemployed,PhD,White,Female,USA,491145.7744,468.5193391,98.44419536,45.20437766,Low
40,Low,Married,Full-time,Associate,White,Female,Australia,192068.604,383.7596359,29.77541537,69.18468799,High
46,Medium,Widowed,Self-employed,Master,Other,Female,USA,89764.14531,445.1865358,59.97044134,63.73924979,Medium
60,Low,Single,Full-time,High School,Black,Female,UK,176508.3356,535.1291567,77.64868813,71.63544829,Medium
28,High,Single,Self-employed,Bachelor,Hispanic,Male,UK,220649.984,703.0610855,74.91578232,22.42583832,Low
35,Low,Single,Full-time,High School,Hispanic,Male,USA,35584.57875,484.9694519,32.87742875,9.843470904,High
64,Medium,Divorced,Full-time,Bachelor,Other,Male,Canada,289530.9722,480.7323867,61.08600835,91.68065781,Medium
29,Medium,Divorced,Part-time,Master,Other,Male,UK,299218.5875,456.7022889,87.12646853,56.01718956,Low
26,Medium,Single,Full-time,Associate,Black,Female,Australia,369726.2972,563.0560171,1.544742773,15.38259245,Medium
27,Medium,Divorced,Part-time,PhD,Black,Male,Australia,15555.77625,399.3501839,43.57343568,79.34365819,High
61,Medium,Widowed,Unemployed,Master,White,Female,India,271077.869,567.0969037,22.42734182,91.49299366,Low
34,Low,Married,Unemployed,High School,Hispanic,Female,Australia,27400.8092,687.2965559,38.86322904,16.95635186,Medium
55,Low,Married,Part-time,PhD,Hispanic,Male,India,350870.9658,316.3847772,41.5989608,81.74124553,Low
24,Low,Married,Part-time,Associate,Other,Male,USA,28808.26486,305.3786592,74.66709648,93.32250613,Medium
63,Low,Single,Self-employed,Master,White,Male,USA,455952.1963,341.3176006,9.38218724,93.83616003,Medium
30,Medium,Divorced,Self-employed,PhD,Hispanic,Male,USA,351339.2009,594.613034,51.25839031,91.41564617,High
57,High,Widowed,Self-employed,Master,White,Female,Canada,254187.4928,769.9502958,56.41947918,54.64210124,High
59,Low,Widowed,Unemployed,Master,White,Female,Canada,221310.4577,302.6864563,49.41576036,35.62113173,Medium
26,High,Single,Self-employed,Associate,Other,Male,India,66205.64258,815.1637175,73.18732531,0.727280769,Low
67,Low,Widowed,Full-time,Bachelor,White,Female,Australia,146208.6954,358.4531814,38.37912559,6.091222687,Low
44,Low,Widowed,Full-time,PhD,Black,Female,Australia,434610.5934,763.0909404,94.49670636,42.88390153,High
19,High,Widowed,Self-employed,Associate,Black,Female,USA,452321.953,565.5701207,48.18034425,39.93261464,Medium
22,Medium,Widowed,Full-time,Master,Asian,Male,UK,1373.106477,662.646563,57.12139096,18.47139096,High
46,Low,Divorced,Unemployed,Associate,Other,Female,Canada,297474.0593,580.8756414,82.55308233,39.5480028,Medium
54,Low,Widowed,Full-time,Bachelor,Asian,Male,Canada,359931.0039,562.3765238,27.52361059,17.46500655,Medium
55,Low,Married,Unemployed,PhD,Black,Male,USA,309754.7442,759.1946856,7.520202876,84.87912528,High
36,High,Single,Part-time,Bachelor,Asian,Female,Canada,41758.20267,715.7375088,70.77839784,29.81948779,Low
25,Medium,Divorced,Part-time,High School,Other,Female,USA,109644.7245,565.8712301,48.30118555,59.85643502,High
65,High,Widowed,Part-time,PhD,Other,Male,India,125919.7934,361.3997612,89.6504251,50.2843062,Medium
62,High,Divorced,Part-time,Bachelor,White,Female,Australia,416030.591,363.4716276,98.26800487,5.188207759,High
18,Medium,Widowed,Full-time,Master,Hispanic,Female,UK,232136.5187,740.8467034,39.91093506,94.22337195,Low
39,High,Married,Self-employed,PhD,White,Male,Australia,243927.2778,591.1648417,41.54390163,52.72259783,Low
69,Medium,Single,Full-time,PhD,Other,Male,Australia,467511.6302,564.8740271,40.79626022,32.50576434,Medium
34,Low,Widowed,Unemployed,Associate,Black,Male,India,318905.8585,674.3117627,32.45541097,15.81265696,High
24,Medium,Widowed,Full-time,Master,Black,Male,Canada,449435.1831,772.3628709,78.16870978,33.85266347,Low
42,Low,Widowed,Full-time,High School,White,Female,UK,228797.9188,645.8802294,75.89957625,2.051160302,High
62,High,Widowed,Unemployed,Bachelor,Other,???,Canada,75568.693,719.5663463,47.86448706,36.35581553,Low
21,High,Single,Part-time,Associate,Black,Male,Australia,465037.8614,720.8987883,4.466121638,53.14859273,Medium
53,Low,Single,Part-time,Bachelor,Other,Male,USA,229893.8527,495.9437968,30.95593015,87.18662459,Medium
23,High,Married,Part-time,High School,Black,Male,Australia,91634.07952,450.7457576,29.23030466,68.73744177,High
48,Medium,Single,Self-employed,High School,Other,Female,Canada,151895.4744,740.6402369,81.10872462,11.15823131,Medium
36,Low,Widowed,Unemployed,PhD,Asian,Male,Australia,26350.49225,507.4483355,8.757557342,14.77463244,Low
61,High,Married,Unemployed,High School,Other,Female,USA,234681.9951,796.8348036,80.5675379,42.81233678,Medium
56,Low,Married,Full-time,Bachelor,Other,Male,India,426710.9578,338.3298832,66.91836522,19.57077516,Low
44,Medium,Married,Self-employed,Master,White,Male,Canada,466856.6475,332.0196316,73.24414591,2.784977758,Low
27,Medium,Widowed,Part-time,Master,Asian,Male,Australia,466368.5015,809.8522881,43.22131876,80.50148801,Medium
43,High,Divorced,Self-employed,PhD,Hispanic,Female,Canada,63489.78279,656.6502028,67.9725796,1.95225707,Low
36,Medium,Widowed,Unemployed,Bachelor,White,Female,India,191644.8874,508.779646,60.90289447,83.06896052,Low
56,Low,Single,Unemployed,Bachelor,Hispanic,Female,Australia,15086.15107,715.2832281,76.89801952,14.4103963,High
20,Medium,Single,Full-time,High School,Black,Male,Australia,427727.5071,669.7797455,44.67698345,97.46784108,High
62,Low,Widowed,Full-time,Bachelor,Hispanic,Female,Canada,180019.1252,592.1605758,47.28256249,60.38739118,High
30,Low,Widowed,Unemployed,Associate,Other,Female,Canada,315927.3969,354.3803385,64.35762227,73.49829716,Medium
67,Medium,Married,Part-time,High School,Hispanic,Male,USA,357734.3206,746.698773,10.80774937,11.0483628,High
45,High,Widowed,Part-time,Associate,White,Male,India,215492.4902,776.3127549,43.62444484,86.21040735,Low
37,Medium,Married,Self-employed,PhD,White,Female,USA,153914.7259,394.6927787,97.19508453,83.91923429,Medium
45,Low,Single,Unemployed,Master,Hispanic,Female,Australia,481144.2421,767.7814086,3.755232006,65.29927315,Medium
25,Low,Married,Unemployed,PhD,White,Female,Canada,482279.6243,782.8160211,31.60047229,50.22748646,Medium
58,Medium,Widowed,Part-time,Master,White,Female,Australia,145428.7476,602.1857368,31.41098191,72.14891731,Medium
56,High,Single,Part-time,PhD,Hispanic,Male,Australia,240332.9233,660.8984699,63.34641192,0.592821534,Low
18,High,Divorced,Unemployed,Bachelor,Asian,Male,UK,486449.2352,510.230526,10.58003594,59.24407554,Low
20,Low,Married,Full-time,Associate,Asian,Male,UK,3429.33542,454.9854061,62.85440309,84.74061349,High
30,Low,Single,Unemployed,Master,Black,Female,Australia,206926.4459,697.0907308,9.504024065,35.68998872,Medium
45,High,Married,Unemployed,High School,White,Female,Canada,51128.31729,774.031332,9.495364742,10.82893565,High
66,Medium,Single,Part-time,Associate,Hispanic,Male,Australia,255069.8248,659.7426541,72.81833572,42.08772497,Low
42,Low,Single,Part-time,High School,White,Male,UK,13310.30732,581.3748359,32.41351738,72.71044491,Medium
50,Low,Married,Full-time,Associate,Other,Female,Canada,204042.3173,387.4086218,97.74229477,10.73012104,Low
55,High,Divorced,Full-time,Associate,White,Female,Australia,111128.8383,329.4022919,3.735293644,20.60485602,High
23,Medium,Single,Self-employed,PhD,White,Male,India,267120.8729,545.1304846,44.51066637,14.75518468,Low
61,High,Single,Unemployed,Master,Asian,Male,India,498000.8309,327.14226,11.31359377,79.69477556,Medium
62,Medium,Single,Part-time,Master,Hispanic,Male,Australia,400467.5165,613.1340475,35.13789668,6.289262245,Medium
49,Medium,Divorced,Full-time,Associate,White,Female,Canada,422975.4037,510.5010552,99.82224506,68.65865021,High
62,Medium,Divorced,Self-employed,Bachelor,Asian,Female,Australia,317997.2287,716.4540158,88.88425117,36.64569208,Medium
64,Low,Widowed,Self-employed,Bachelor,Black,Female,Australia,21738.36429,468.1066733,4.832440886,75.57912429,Low
38,High,Married,Part-time,High School,Asian,Female,UK,104192.0403,626.1404855,56.32558438,96.43834188,Low
33,High,Divorced,Part-time,High School,Asian,Female,India,462607.2137,595.725937,64.78223048,11.45452996,Low
38,Medium,Married,Self-employed,PhD,Asian,Female,UK,183690.4458,302.591834,20.9534624,31.43850411,Low
28,Low,Widowed,Full-time,Associate,White,Male,UK,52714.72651,339.814169,14.51055734,81.01254277,High
54,Low,Married,Self-employed,High School,White,Male,Australia,351500.2776,459.7025169,90.43811347,26.61583861,Low
53,High,Divorced,Unemployed,High School,Black,Female,UK,150429.4042,785.2292946,96.88164415,21.5120597,High
52,Low,Married,Unemployed,Associate,Other,Male,India,135159.5995,380.8582252,99.18928573,82.53779779,Low
36,Low,Divorced,Part-time,PhD,Other,Female,UK,498990.7503,690.9918818,78.97617737,98.7082364,High
37,Medium,Married,Full-time,High School,Other,Male,India,429211.3236,835.3516114,66.35020694,55.68805901,Low
35,Low,Divorced,Full-time,PhD,Black,Female,UK,204560.9714,734.812154,34.57302522,27.80487483,Low
64,Medium,Divorced,Unemployed,Master,Other,Male,India,490150.3427,433.6199489,17.13983123,39.85659616,High
58,High,Married,Self-employed,PhD,Other,Male,UK,325406.4985,799.6008932,7.898059937,17.01303274,Medium
66,Low,Widowed,Part-time,Bachelor,Asian,Female,UK,371269.2035,351.2089361,69.32974686,76.18872789,Medium
31,High,Single,Self-employed,Bachelor,White,Female,Canada,16725.0085,557.478068,78.47234152,77.34740178,Medium
32,High,Widowed,Self-employed,PhD,White,Male,India,61681.02441,788.1480492,82.64536525,87.51209924,High
48,Low,Married,Self-employed,Bachelor,Asian,Male,India,316909.4781,652.6961401,91.37650033,2.66025636,Medium
18,Low,Widowed,Full-time,Master,Asian,Female,India,449612.9673,527.5045106,87.99295636,56.19813416,Medium
